date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:11	547/547	---M--	200	added ('OK')	image/png	etag:%22223-547b36f682ced%22	http://keydesign-themes.com/intact/corporate/wp-content/plugins/keydesign-addon/assets/img/photoswipe/default-skin.png	D:/techlopers/keydesign-themes.com/intact/corporate/wp-content/plugins/keydesign-addon/assets/img/photoswipe/default-skin.png	(from http://keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_971b6015c1a25b037ac07b7286ee258f.css)
11:54:18	16395/16395	---M--	200	added ('OK')	application/javascript	etag:%22595635bf-400b%22	http://www.google-analytics.com/analytics.js	D:/techlopers/www.google-analytics.com/analytics.js	(from http://keydesign-themes.com/intact/corporate/)
11:54:19	937328/937328	---MCZ	200	added ('OK')	text/css	etag:%22e4d70-55637ed47986b-gzip%22	http://keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_66797a5b35b4dcce1c2b9724c7408afd.css	D:/techlopers/keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_66797a5b35b4dcce1c2b9724c7408afd.css	(from http://keydesign-themes.com/intact/corporate/home/intro/)
11:54:19	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-54c7b406583aa-gzip%22	http://keydesign-themes.com/intact/corporate/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	D:/techlopers/keydesign-themes.com/intact/corporate/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont5b62.eot	(from http://keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_971b6015c1a25b037ac07b7286ee258f.css)
11:54:21	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:24:18%20GMT	http://keydesign-themes.com/intact/corporate/home/intro/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/home/intro/linkid.js	(from http://keydesign-themes.com/intact/corporate/home/intro/)
11:54:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Aug%202017%2006:24:20%20GMT	http://keydesign-themes.com/intact/corporate/?p=5	D:/techlopers/keydesign-themes.com/intact/corporate/indexc471.html	(from http://keydesign-themes.com/intact/corporate/home/intro/)
11:54:22	2299/2299	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Aug%202017%2006:24:20%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2Fintro%2F	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embede87e.json	(from http://keydesign-themes.com/intact/corporate/home/intro/)
11:54:23	2386/2386	---MC-	200	added ('OK')	text/xml	date:Wed,%2009%20Aug%202017%2006:24:21%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2Fintro%2F&format=xml	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embeda55f	(from http://keydesign-themes.com/intact/corporate/home/intro/)
11:54:28	1162728/1162728	---MCZ	200	added ('OK')	text/css	etag:%2211bde8-5560d4a0d83d8-gzip%22	http://keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_1e3188888cae3b4301b8c2f56b459d80.css	D:/techlopers/keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_1e3188888cae3b4301b8c2f56b459d80.css	(from http://keydesign-themes.com/intact/corporate/home/services-we-provide/)
11:54:28	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:24:23%20GMT	http://keydesign-themes.com/intact/corporate/home/services-we-provide/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/home/services-we-provide/linkid.js	(from http://keydesign-themes.com/intact/corporate/home/services-we-provide/)
11:54:33	844386/844386	---MCZ	200	added ('OK')	text/css	etag:%22ce262-555eaa7d01a83-gzip%22	http://keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_3bf5997ab1a1141451566656bffa3cef.css	D:/techlopers/keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_3bf5997ab1a1141451566656bffa3cef.css	(from http://keydesign-themes.com/intact/corporate/home/1917-2/)
11:54:34	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:24:29%20GMT	http://keydesign-themes.com/intact/corporate/home/1917-2/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/home/1917-2/linkid.4a.delayed	(from http://keydesign-themes.com/intact/corporate/home/1917-2/)
11:54:36	2494/2494	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Aug%202017%2006:24:33%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2F1917-2%2F	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embedd40f.json	(from http://keydesign-themes.com/intact/corporate/home/1917-2/)
11:54:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Aug%202017%2006:24:34%20GMT	http://keydesign-themes.com/intact/corporate/?p=11	D:/techlopers/keydesign-themes.com/intact/corporate/index5757.html	(from http://keydesign-themes.com/intact/corporate/home/1917-2/)
11:54:37	2615/2615	---MC-	200	added ('OK')	text/xml	date:Wed,%2009%20Aug%202017%2006:24:34%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2F1917-2%2F&format=xml	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embeda8ea	(from http://keydesign-themes.com/intact/corporate/home/1917-2/)
11:54:40	41898/41898	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:36%20GMT	http://keydesign-themes.com/intact/corporate/home/our-offices/	D:/techlopers/keydesign-themes.com/intact/corporate/home/our-offices/index.html	(from http://keydesign-themes.com/intact/corporate/)
11:54:40	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:24:36%20GMT	http://keydesign-themes.com/intact/corporate/future-design-concept/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/future-design-concept/linkid.js	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:40	3145/3145	---MC-	200	added ('OK')	application/rss+xml	etag:%22f28ad3c14ed3dfa742e1859c22388239%22	http://keydesign-themes.com/intact/corporate/future-design-concept/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/future-design-concept/feed/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Aug%202017%2006:24:39%20GMT	http://keydesign-themes.com/intact/corporate/?p=1821	D:/techlopers/keydesign-themes.com/intact/corporate/index2591.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:41	2435/2435	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Aug%202017%2006:24:39%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Ffuture-design-concept%2F	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed5d7d.json	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:42	2559/2559	---MC-	200	added ('OK')	text/xml	date:Wed,%2009%20Aug%202017%2006:24:40%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Ffuture-design-concept%2F&format=xml	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embede147	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:43	2538/2538	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:41%20GMT	http://keydesign-themes.com/intact/corporate/wp-login.php	D:/techlopers/keydesign-themes.com/intact/corporate/wp-login.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:46	46968/46968	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:42%20GMT	http://keydesign-themes.com/intact/corporate/author/admin/	D:/techlopers/keydesign-themes.com/intact/corporate/author/admin/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:47	43819/43819	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:42%20GMT	http://keydesign-themes.com/intact/corporate/category/bussiness/	D:/techlopers/keydesign-themes.com/intact/corporate/category/bussiness/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:47	1078/1078	---M-Z	200	added ('OK')	application/javascript	etag:%22436-524da7e8a0c00-gzip%22	http://keydesign-themes.com/intact/corporate/wp-includes/js/comment-reply.min.js?ver=4.8.1	D:/techlopers/keydesign-themes.com/intact/corporate/wp-includes/js/comment-reply.mina288.js	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:48	43803/43803	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:44%20GMT	http://keydesign-themes.com/intact/corporate/category/future/	D:/techlopers/keydesign-themes.com/intact/corporate/category/future/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:53	43789/43789	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:47%20GMT	http://keydesign-themes.com/intact/corporate/tag/experiments/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/experiments/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:53	47035/47035	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:47%20GMT	http://keydesign-themes.com/intact/corporate/category/uncategorized/	D:/techlopers/keydesign-themes.com/intact/corporate/category/uncategorized/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:53	45399/45399	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:47%20GMT	http://keydesign-themes.com/intact/corporate/tag/development/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/development/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:59	49433/49433	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:52%20GMT	http://keydesign-themes.com/intact/corporate/future-design-concept/?replytocom=7	D:/techlopers/keydesign-themes.com/intact/corporate/future-design-concept/index41b7.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:59	45394/45394	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:52%20GMT	http://keydesign-themes.com/intact/corporate/tag/technology/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/technology/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:54:59	49432/49432	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:53%20GMT	http://keydesign-themes.com/intact/corporate/future-design-concept/?replytocom=6	D:/techlopers/keydesign-themes.com/intact/corporate/future-design-concept/index267f.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:55:03	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:24:58%20GMT	http://keydesign-themes.com/intact/corporate/stand-out-venues/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/stand-out-venues/linkid.js	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:03	49432/49432	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:58%20GMT	http://keydesign-themes.com/intact/corporate/future-design-concept/?replytocom=8	D:/techlopers/keydesign-themes.com/intact/corporate/future-design-concept/index94a5.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:55:03	43594/43594	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:24:58%20GMT	http://keydesign-themes.com/intact/corporate/2016/02/	D:/techlopers/keydesign-themes.com/intact/corporate/2016/02/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:55:07	45130/45130	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:02%20GMT	http://keydesign-themes.com/intact/corporate/2016/01/	D:/techlopers/keydesign-themes.com/intact/corporate/2016/01/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:55:07	45322/45322	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:02%20GMT	http://keydesign-themes.com/intact/corporate/category/it/	D:/techlopers/keydesign-themes.com/intact/corporate/category/it/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:55:08	45346/45346	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:02%20GMT	http://keydesign-themes.com/intact/corporate/category/general/	D:/techlopers/keydesign-themes.com/intact/corporate/category/general/index.html	(from http://keydesign-themes.com/intact/corporate/future-design-concept/)
11:55:08	1177572/1177572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211f7e4-54f69e7526dda-gzip%22	http://keydesign-themes.com/intact/corporate/wp-content/plugins/keydesign-addon/assets/fonts/iconsmind.eot?	D:/techlopers/keydesign-themes.com/intact/corporate/wp-content/plugins/keydesign-addon/assets/fonts/iconsmindd41d.eot	(from http://keydesign-themes.com/intact/corporate/wp-content/cache/autoptimize/17/css/autoptimize_971b6015c1a25b037ac07b7286ee258f.css)
11:55:08	2410/2410	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Aug%202017%2006:25:06%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fstand-out-venues%2F	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embedc720.json	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:09	3064/3064	---MC-	200	added ('OK')	application/rss+xml	etag:%22f28ad3c14ed3dfa742e1859c22388239%22	http://keydesign-themes.com/intact/corporate/stand-out-venues/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/stand-out-venues/feed/index.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Aug%202017%2006:25:07%20GMT	http://keydesign-themes.com/intact/corporate/?p=410	D:/techlopers/keydesign-themes.com/intact/corporate/index0ed6.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:10	2534/2534	---MC-	200	added ('OK')	text/xml	date:Wed,%2009%20Aug%202017%2006:25:07%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fstand-out-venues%2F&format=xml	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed58c9	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:15	43698/43698	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:09%20GMT	http://keydesign-themes.com/intact/corporate/tag/general/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/general/index.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:15	43708/43708	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:09%20GMT	http://keydesign-themes.com/intact/corporate/tag/framework/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/framework/index.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:15	43689/43689	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:09%20GMT	http://keydesign-themes.com/intact/corporate/tag/study/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/study/index.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:15	50576/50576	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:09%20GMT	http://keydesign-themes.com/intact/corporate/stand-out-venues/?replytocom=3	D:/techlopers/keydesign-themes.com/intact/corporate/stand-out-venues/index3094.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Aug%202017%2006:25:15%20GMT	http://keydesign-themes.com/intact/corporate/?p=409	D:/techlopers/keydesign-themes.com/intact/corporate/indexe145.html	(from http://keydesign-themes.com/intact/corporate/technology-upgraded/)
11:55:19	50577/50577	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:15%20GMT	http://keydesign-themes.com/intact/corporate/stand-out-venues/?replytocom=5	D:/techlopers/keydesign-themes.com/intact/corporate/stand-out-venues/index8e42.html	(from http://keydesign-themes.com/intact/corporate/stand-out-venues/)
11:55:19	43724/43724	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Aug%202017%2006:25:15%20GMT	http://keydesign-themes.com/intact/corporate/tag/software/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/software/index.html	(from http://keydesign-themes.com/intact/corporate/technology-upgraded/)
11:55:20	2369/2369	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Aug%202017%2006:25:18%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2Fservices-we-provide%2F	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed365d	(from http://keydesign-themes.com/intact/corporate/home/services-we-provide/)
11:55:21	2456/2456	---MC-	200	added ('OK')	text/xml	date:Wed,%2009%20Aug%202017%2006:25:18%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2Fservices-we-provide%2F&format=xml	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embeddcf4	(from http://keydesign-themes.com/intact/corporate/home/services-we-provide/)
11:55:22	2329/2329	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Aug%202017%2006:25:20%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Fhome%2Four-offices%2F	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed6bdc.json	(from http://keydesign-themes.com/intact/corporate/home/our-offices/)
11:55:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Aug%202017%2006:25:20%20GMT	http://keydesign-themes.com/intact/corporate/?p=1853	D:/techlopers/keydesign-themes.com/intact/corporate/indexc1a5.html	(from http://keydesign-themes.com/intact/corporate/home/our-offices/)
11:55:24	2351/2351	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/category/bussiness/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/category/bussiness/feed/index.html	(from http://keydesign-themes.com/intact/corporate/category/bussiness/)
11:55:25	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:22%20GMT	http://keydesign-themes.com/intact/corporate/category/bussiness/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/category/bussiness/linkid.5c.delayed	(from http://keydesign-themes.com/intact/corporate/category/bussiness/)
11:55:26	2345/2345	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/category/future/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/category/future/feed/index.html	(from http://keydesign-themes.com/intact/corporate/category/future/)
11:55:27	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:24%20GMT	http://keydesign-themes.com/intact/corporate/category/future/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/category/future/linkid.js	(from http://keydesign-themes.com/intact/corporate/category/future/)
11:55:31	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:27%20GMT	http://keydesign-themes.com/intact/corporate/tag/development/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/tag/development/linkid.5f.delayed	(from http://keydesign-themes.com/intact/corporate/tag/development/)
11:55:31	3388/3388	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/tag/development/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/development/feed/index.html	(from http://keydesign-themes.com/intact/corporate/tag/development/)
11:55:32	2350/2350	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/tag/experiments/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/experiments/feed/index.html	(from http://keydesign-themes.com/intact/corporate/tag/experiments/)
11:55:33	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:30%20GMT	http://keydesign-themes.com/intact/corporate/tag/experiments/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/tag/experiments/linkid.js	(from http://keydesign-themes.com/intact/corporate/tag/experiments/)
11:55:35	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:32%20GMT	http://keydesign-themes.com/intact/corporate/tag/technology/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/tag/technology/linkid.js	(from http://keydesign-themes.com/intact/corporate/tag/technology/)
11:55:37	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:35%20GMT	http://keydesign-themes.com/intact/corporate/2016/01/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/2016/01/linkid.63.delayed	(from http://keydesign-themes.com/intact/corporate/2016/01/)
11:55:39	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:36%20GMT	http://keydesign-themes.com/intact/corporate/category/general/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/category/general/linkid.js	(from http://keydesign-themes.com/intact/corporate/category/general/)
11:55:39	4404/4404	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/category/general/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/category/general/feed/index.html	(from http://keydesign-themes.com/intact/corporate/category/general/)
11:55:41	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:38%20GMT	http://keydesign-themes.com/intact/corporate/category/it/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/category/it/linkid.js	(from http://keydesign-themes.com/intact/corporate/category/it/)
11:55:41	4394/4394	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/category/it/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/category/it/feed/index.html	(from http://keydesign-themes.com/intact/corporate/category/it/)
11:55:43	101016/101016	---MCZ	200	added ('OK')	text/css	etag:4.8.1	http://keydesign-themes.com/intact/corporate/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.1	D:/techlopers/keydesign-themes.com/intact/corporate/wp-admin/load-stylesff53.css	(from http://keydesign-themes.com/intact/corporate/wp-login.php)
11:55:44	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:41%20GMT	http://keydesign-themes.com/intact/corporate/tag/framework/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/tag/framework/linkid.67.delayed	(from http://keydesign-themes.com/intact/corporate/tag/framework/)
11:55:44	3365/3365	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/tag/framework/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/framework/feed/index.html	(from http://keydesign-themes.com/intact/corporate/tag/framework/)
11:55:45	3361/3361	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/tag/general/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/general/feed/index.html	(from http://keydesign-themes.com/intact/corporate/tag/general/)
11:55:46	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:25:44%20GMT	http://keydesign-themes.com/intact/corporate/tag/general/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/tag/general/linkid.js	(from http://keydesign-themes.com/intact/corporate/tag/general/)
11:56:17	247/247	---M--	504	error ('Gateway%20Timeout')	text/html	date:Wed,%2009%20Aug%202017%2006:26:15%20GMT	http://keydesign-themes.com/intact/corporate/wp-admin/	D:/techlopers/keydesign-themes.com/intact/corporate/wp-admin/index.html	(from http://keydesign-themes.com/intact/corporate/wp-login.php)
11:56:18	3357/3357	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/tag/study/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/study/feed/index.html	(from http://keydesign-themes.com/intact/corporate/tag/study/)
11:56:19	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:26:16%20GMT	http://keydesign-themes.com/intact/corporate/tag/study/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/tag/study/linkid.69.delayed	(from http://keydesign-themes.com/intact/corporate/tag/study/)
11:56:21	2425/2425	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Aug%202017%2006:26:19%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Ftechnology-upgraded%2F	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embedff35	(from http://keydesign-themes.com/intact/corporate/technology-upgraded/)
11:56:21	2549/2549	---MC-	200	added ('OK')	text/xml	date:Wed,%2009%20Aug%202017%2006:26:19%20GMT	http://keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkeydesign-themes.com%2Fintact%2Fcorporate%2Ftechnology-upgraded%2F&format=xml	D:/techlopers/keydesign-themes.com/intact/corporate/wp-json/oembed/1.0/embedcb86	(from http://keydesign-themes.com/intact/corporate/technology-upgraded/)
11:56:22	1966/1966	---MC-	200	added ('OK')	application/rss+xml	etag:%2222c84f1949d7f456dc009664204aa549%22	http://keydesign-themes.com/intact/corporate/tag/software/feed/	D:/techlopers/keydesign-themes.com/intact/corporate/tag/software/feed/index.html	(from http://keydesign-themes.com/intact/corporate/tag/software/)
11:56:23	38452/38452	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Aug%202017%2006:26:20%20GMT	http://keydesign-themes.com/intact/corporate/tag/software/linkid.js	D:/techlopers/keydesign-themes.com/intact/corporate/tag/software/linkid.6a.delayed	(from http://keydesign-themes.com/intact/corporate/tag/software/)
